formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX
CoMgMn2O6_8.vasp,28.911066,18.104193,15.9994,0.9250001,0.39953095,1.5,2.693,1.31,27.412638,9.4529705,15.035271,0.7968897,0.8726074,-0.52,1.0485001,0.26508224,0.6483333,4.3,1.1874342,2.0,4.0,0.90000004,4.0,2.0,2.0,0.0,2.0,2.4,0.0,1.2,0.59999996,2.0,0.0,0.0,0.0,1.2,0.97979593,0.0,2.0,1.3,2.0518284,0.0,0.0,3.3,2.0518284,7.0,2.0,605.77997,702.9082,1768.0,86.3,101.0,101.0,6.67,17.36,3109.8,4.0,0.6480741,10.0,8.0,77.12252,6.56131,5.734294,10.4737425,4.583649,0.04847388,2.0783906
CoMgMnO4_10.vasp,28.881979,17.995184,15.9994,0.9499999,0.4062019,1.5,2.6428573,1.31,26.892023,9.518797,15.035271,0.79524094,0.84497285,-0.52,1.0452381,0.25439382,0.6483333,4.285714,1.3850514,2.0,4.0,0.88063055,4.0,2.0,2.0,0.0,2.0,2.2857144,0.0,1.1428572,0.63887656,2.0,0.0,0.0,0.0,1.1428572,0.9897433,0.0,2.0,1.1428572,1.884415,0.0,0.0,3.142857,1.884415,7.0,2.0,632.74274,706.5592,1768.0,85.85714,101.0,101.0,6.67,17.36,3109.8,4.0,0.62269986,7.0,10.0,90.00001,5.2260027,5.202611,10.864898,4.4141836,0.08113473,2.130178
CoMgO3Sr_1.vasp,36.47607,27.465254,15.9994,1.1083332,0.5449898,2.0,2.41,0.95,24.75222,10.520207,11.030276,0.77960783,0.7500514,-0.42,1.1213889,0.21987036,0.7683333,3.8333333,1.6749794,2.0,4.0,1.1547005,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.8333333,0.6871842,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.118034,0.0,0.0,2.5,1.118034,5.0,2.0,650.9,651.56696,1768.0,75.833336,101.0,101.0,6.67,17.36,3109.8,4.0,0.57735026,6.0,1.0,89.18973,4.2124414,5.6683283,12.353592,4.903022,0.22286886,2.5830526
CoMgO6V2_8.vasp,28.11176,16.991474,15.9994,0.9150001,0.3879755,1.5,2.709,1.31,27.211437,9.708648,14.634,1.006422,0.6206422,-0.42,1.0743334,0.22861047,0.7683333,3.9,1.2206556,2.0,4.0,0.90000004,4.0,2.0,2.0,0.0,2.0,2.4,0.0,1.2,0.59999996,2.0,0.0,0.0,0.0,1.2,0.97979593,0.0,2.0,1.7,2.7946377,0.0,0.0,2.9,1.3747727,5.0,2.0,738.57996,898.4289,2183.0,85.1,101.0,101.0,6.67,17.36,3589.8,4.0,0.6480741,10.0,8.0,110.14214,5.543074,6.824369,13.47442,3.4643922,0.1202741,2.0237541
CoMn2O6_12.vasp,29.422855,19.014746,15.9994,0.8611111,0.36951753,1.4,2.8466668,1.55,28.787899,8.965149,15.63999,0.93209964,0.81439,-0.52,1.0694444,0.27145812,0.6483333,4.5555553,0.9558139,4.0,4.0,0.94280905,4.0,2.0,2.0,0.0,2.0,2.6666667,0.0,1.3333334,0.47140452,2.0,0.0,0.0,0.0,1.3333334,0.94280905,0.0,2.0,1.4444444,2.114033,0.0,0.0,3.4444444,2.114033,7.0,2.0,570.5333,732.4988,1768.0,87.77778,101.0,101.0,6.67,17.36,3109.8,3.0,0.71145827,9.0,12.0,25.666924,6.5235157,5.859147,11.630474,4.2008433,0.021469306,1.94187
CoMn2Sb_216.vasp,72.64232,28.404972,54.938046,1.4000001,0.03535535,1.45,1.7574999,1.55,16.247595,0.6288483,15.63999,0.16741656,0.70077294,-0.52,0.72375,0.07850491,0.6483333,5.0,1.4142135,3.0,5.0,0.4330127,5.0,4.0,2.0,0.0,2.0,0.75,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,0.75,1.299038,0.0,0.0,3.25,2.046338,0.0,5.0,6.0,1.0,7.0,5.0,1427.4451,318.96997,1768.0,68.0,88.0,60.0,6.67,7.35,1340.0,3.0,0.61237246,4.0,216.0,60.0,4.2365227,4.2365227,13.441683,8.973981,3.8459253000000004e-16,2.5943298
CoMn2Si_216.vasp,49.223694,12.312648,28.0855,1.3125,0.12437341,1.4,1.72,1.55,16.177557,0.5976295,15.63999,0.25294656,0.81459135,-0.52,0.65125,0.080780685,0.54,4.75,1.7853571,2.0,5.0,0.4330127,4.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,3.25,2.046338,0.0,5.0,5.75,1.299038,7.0,4.0,1623.25,108.11192,1768.0,67.25,85.0,60.0,6.67,7.35,866.0,3.0,0.61237246,4.0,216.0,60.00001,3.9880714,3.9880712,11.212794,7.289697,2.220446e-16,2.4421847
CoMn2Sn_216.vasp,71.87982,27.086565,54.938046,1.4000001,0.03535535,1.45,1.735,1.55,15.749363,0.8735501,14.63307,0.18358381,0.7213326,-0.52,0.72375,0.07850491,0.6483333,4.75,1.7853571,2.0,5.0,0.4330127,5.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,3.25,2.046338,0.0,5.0,5.75,1.299038,7.0,4.0,1327.77,485.73636,1768.0,66.75,83.0,60.0,6.67,7.35,866.0,3.0,0.61237246,4.0,216.0,60.0,4.3429,4.3429,14.479864,8.243119,3.8459253000000004e-16,2.6594722
CoMn3P4_6.vasp,43.4553,12.541334,30.973763,1.19375,0.1943539,1.4,1.91125,1.55,17.88529,1.935406,15.63999,0.2610867,0.6056147,-0.52,0.6141666,0.07394159,0.55,4.25,1.3919411,3.0,3.0,0.5,4.0,3.0,2.0,0.0,2.0,1.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,2.25,2.3318448,0.0,0.0,5.75,0.96824586,7.0,5.0,949.275,636.5571,1768.0,75.5,90.0,90.0,6.67,17.02,2650.0,3.0,0.63737744,8.0,6.0,90.0,5.1559935,5.838784,11.733966,6.149602,0.025694847,2.2889163
CoMnN2_160.vasp,35.47116,21.510885,14.0067,1.0125,0.36293077,1.4,2.3775,1.55,22.981722,6.6391964,15.63999,0.0005662553,0.4239085,-0.52,0.6691667,0.05774104,0.63,4.5,1.6583124,3.0,3.0,1.0,4.0,2.0,2.0,0.0,2.0,1.5,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,2.0,2.1213202,0.0,0.0,5.5,0.8660254,7.0,5.0,853.275,795.11365,1768.0,81.0,100.0,100.0,6.67,13.54,3122.64,3.0,0.61237246,4.0,160.0,33.736538,5.160426,5.160426,9.441488,6.2385554,0.04045602,1.8354156
CoMnNiSn_216.vasp,72.81866,26.542704,54.938046,1.3875,0.041457817,1.45,1.8249999,1.55,16.381575,1.3505085,14.63307,0.60287416,0.67655164,-0.52,0.74666667,0.06543657,0.6483333,5.5,2.291288,2.0,2.0,0.4330127,5.0,4.0,2.0,0.0,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,2.5,1.8027756,0.0,0.0,5.0,1.2247449,7.0,4.0,1380.02,513.9198,1768.0,68.5,83.0,60.0,6.59,6.59,866.0,4.0,0.5,4.0,216.0,60.0,4.2604585,4.260459,13.670804,8.844997,2.220446e-16,2.608987
CoMnO4_10.vasp,29.644808,19.331951,15.9994,0.8583333,0.36562353,1.4,2.865,1.55,28.868147,8.852867,15.63999,0.9977811,0.738795,-0.52,1.0761112,0.26235518,0.6483333,4.6666665,1.1055416,4.0,4.0,0.94280905,4.0,2.0,2.0,0.0,2.0,2.6666667,0.0,1.3333334,0.47140452,2.0,0.0,0.0,0.0,1.3333334,0.942809,0.0,2.0,1.3333334,1.9720267,0.0,0.0,3.3333333,1.9720265,7.0,2.0,584.3667,752.362,1768.0,88.0,101.0,101.0,6.67,17.36,3109.8,3.0,0.70710677,6.0,10.0,90.0,4.974819,5.0159774,11.335491,4.3426757,0.012041224,1.9292057
CoMnPdSn_216.vasp,84.750305,28.187456,54.938046,1.4,0.03535535,1.45,1.8975,1.55,16.696865,1.8025292,14.63307,0.4541191,0.5993332,-0.52,0.7732292,0.07774624,0.6483333,6.0,2.9154758,2.0,2.0,0.5,5.0,4.0,1.5,0.8660254,2.0,0.5,0.0,1.75,0.4330127,2.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,2.0,2.1213202,0.0,0.0,5.0,1.2247449,7.0,4.0,1405.0325,532.3515,1828.05,69.0,83.0,60.0,6.67,6.67,902.0,4.0,0.5,4.0,216.0,60.0,4.4154067,4.4154067,15.217284,9.248116,3.1401849000000005e-16,2.7038734
CoMnPt2_123.vasp,126.00981,69.08863,54.938046,1.3625,0.021650614,1.4,1.9975,1.55,17.461096,1.2117658,15.63999,1.0981188,1.108792,-0.52,0.75666666,0.064312615,0.6483333,3.0,3.082207,0.0,0.0,1.0,6.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,1.6583124,1.0,1.0,6.0,0.70710677,7.0,5.0,1842.45,217.55743,2041.4,65.0,68.0,68.0,6.67,9.09,1764.0,3.0,0.61237246,4.0,123.0,90.0,2.761628,7.348035,14.010111,14.935228,0.036346436,2.7233658
CoMnRhSn_216.vasp,83.87169,27.54577,54.938046,1.3874999,0.041457817,1.45,1.9175,1.55,16.359365,1.3213493,14.63307,0.5993068,0.673651,-0.52,0.7479167,0.065344974,0.6483333,3.5,2.6925824,0.0,0.0,0.5,5.0,4.0,1.75,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.25,0.4330127,0.0,1.0,1.7320508,0.0,0.0,2.5,1.8027756,0.0,0.0,5.5,1.118034,7.0,4.0,1507.27,633.44464,2237.0,68.0,83.0,60.0,6.67,6.67,1634.0,4.0,0.5,4.0,216.0,60.0,4.3611364,4.3611364,14.663038,9.498182,7.021667e-16,2.6706395
CoMnSb_216.vasp,78.54375,30.602003,54.938046,1.4,0.040824838,1.45,1.8266665,1.55,16.450129,0.60264856,15.63999,0.39655542,0.6669022,-0.52,0.7488889,0.07542882,0.6483333,5.0,1.6329932,3.0,3.0,0.47140452,5.0,4.0,2.0,0.0,2.0,1.0,0.0,1.6666666,0.4714045,2.0,0.0,0.0,0.0,1.0,1.4142135,0.0,0.0,2.6666667,2.0548048,0.0,0.0,5.6666665,0.942809,7.0,5.0,1396.9268,363.22214,1768.0,70.666664,88.0,60.0,6.67,6.67,1340.0,3.0,0.57735026,3.0,216.0,59.999992,4.1333303,4.133329,16.644232,7.8360457,2.5639502000000004e-16,2.531136
CoMnSe2_164.vasp,67.94781,11.102408,54.938046,1.2625,0.11388043,1.4,2.1325,1.55,18.779097,2.4702642,15.63999,1.0458686,1.0605797,-0.52,0.8608333,0.15829167,0.6483333,5.0,1.2247449,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.1213202,0.0,0.0,6.0,0.70710677,7.0,5.0,1068.75,581.45306,1768.0,77.5,93.0,93.0,6.67,16.42,2242.0,3.0,0.61237246,4.0,164.0,119.99999,3.5770857,5.306118,14.699625,7.6757054,0.0030993079,2.4581425
CoMnSe_216.vasp,64.27708,10.509723,54.938046,1.3000001,0.10801235,1.4,1.9933332,1.55,17.973463,2.3537395,15.63999,0.72095656,1.0380274,-0.52,0.80999994,0.15189543,0.6483333,5.3333335,1.2472191,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,1.3333334,0.0,1.6666666,0.4714045,2.0,0.0,0.0,0.0,0.6666667,0.942809,0.0,0.0,2.6666667,2.0548048,0.0,0.0,6.0,0.8164966,7.0,5.0,1260.3334,551.3319,1768.0,72.333336,93.0,60.0,6.67,6.67,2242.0,3.0,0.57735026,3.0,216.0,60.0,3.9790936,3.9790936,14.849648,7.1876855,0.0,2.4366872
CoMnSn4_97.vasp,98.11854,29.143549,54.938046,1.4249998,0.038188145,1.45,1.8783332,1.55,15.209446,0.9155743,14.63307,0.76509094,0.5977194,-0.52,0.78944445,0.06700378,0.6483333,3.3333333,1.9720265,2.0,2.0,0.4714045,5.0,5.0,2.0,0.0,2.0,1.3333334,0.0,1.3333334,0.47140452,2.0,0.0,0.0,0.0,2.6666667,1.885618,0.0,4.0,1.3333334,1.9720267,0.0,0.0,4.6666665,1.1055416,7.0,4.0,884.5534,541.4488,1768.0,76.0,83.0,83.0,6.67,16.29,866.0,3.0,0.70710677,6.0,97.0,119.39876,5.371921,5.371921,19.43456,8.383501,0.043185633,2.8019435
CoMnTe_216.vasp,80.49041,33.351414,54.938046,1.3833333,0.023570202,1.4,1.8433332,1.55,17.10813,1.2085357,15.63999,0.7043803,1.0173317,-0.52,0.90333337,0.28008926,0.6483333,5.3333335,1.2472191,4.0,4.0,0.47140452,5.0,4.0,2.0,0.0,2.0,1.3333334,0.0,1.6666666,0.4714045,2.0,0.0,0.0,0.0,0.6666667,0.942809,0.0,0.0,2.6666667,2.0548048,0.0,0.0,6.0,0.8164966,7.0,5.0,1336.5533,445.83182,1768.0,72.0,92.0,60.0,6.67,6.67,1939.0,3.0,0.57735026,3.0,216.0,60.0,4.1464744,4.1464744,16.803534,7.9541287,2.5639502000000004e-16,2.5391865
CoMnTi2_225.vasp,52.40131,4.7492223,47.867,1.3874999,0.021650614,1.4,1.6275,1.54,14.968847,1.4839839,13.5755,0.073338754,0.41799963,-0.52,0.78,0.083283335,0.6483333,4.0,2.1213202,2.0,2.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.1213202,3.0,8.0,5.0,1.2247449,7.0,4.0,1792.25,172.84874,1941.0,56.5,64.0,51.0,6.67,10.64,1226.0,3.0,0.61237246,4.0,225.0,60.0,4.1800547,4.1800547,12.911328,6.7393856,8.53251e-06,2.559747
CoMn_221.vasp,56.93562,1.9975739,54.938046,1.375,0.024999976,1.4,1.7149999,1.55,16.362194,0.72220516,15.63999,0.07113251,0.5911325,-0.52,0.7083333,0.060000002,0.6483333,6.0,1.0,5.0,5.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,6.0,1.0,7.0,5.0,1643.5,124.5,1768.0,62.0,64.0,60.0,6.67,6.67,866.0,2.0,0.70710677,2.0,221.0,90.0,2.8536,2.8536,11.61848,8.137366,3.1401849000000005e-16,2.47129
CoMo2S4_12.vasp,54.153316,27.945549,32.065,1.1785715,0.20849316,1.45,2.3600001,1.88,20.393702,3.4115908,16.16,1.4950491,0.6726123,0.662265,0.8340477,0.053101115,0.7683333,3.2857144,2.312345,0.0,4.0,0.88063055,5.0,3.0,1.7142857,0.4517539,2.0,2.2857144,0.0,1.4285715,0.49487168,2.0,0.2857143,0.4517539,0.0,1.1428572,0.9897433,0.0,2.0,1.8571428,2.2314997,0.0,0.0,5.857143,0.34992713,6.0,5.0,1301.92,1110.8414,2896.0,78.85714,94.0,94.0,6.67,15.53,4194.13,3.0,0.65465367,7.0,12.0,29.012514,6.402217,5.938246,15.304441,5.87566,0.025147134,2.3735504
CoMo3Zr2_166.vasp,88.200195,13.257439,58.933193,1.4666666,0.068718396,1.55,1.8366666,1.33,15.304067,1.5716542,13.13,0.62847215,0.14125419,0.433289,0.80222225,0.040923014,0.7683333,1.8333334,2.477678,0.0,0.0,0.372678,5.0,5.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,5.6666665,1.7950549,3.0,5.0,5.1666665,0.89752746,6.0,4.0,2452.0,459.93042,2896.0,55.0,64.0,56.0,6.67,9.38,1712.0,3.0,0.62360954,6.0,166.0,58.4426,5.353062,5.353062,17.433338,8.401137,0.20620315,3.0639358
CoMoO6Sr2_139.vasp,42.61096,33.78029,15.9994,1.0400002,0.5717517,2.0,2.6580002,0.95,26.603168,10.583146,11.030276,1.0280359,0.5694658,0.052066,1.1743333,0.20267545,0.7683333,3.5,1.7464249,0.0,4.0,1.3747727,5.0,2.0,1.9,0.29999998,2.0,2.4,0.0,1.0,0.6324555,2.0,0.1,0.29999998,0.0,1.2,0.97979593,0.0,2.0,0.8,1.6613247,0.0,0.0,2.7,1.4177446,6.0,2.0,709.27997,932.99927,2896.0,75.6,101.0,101.0,6.67,17.36,4821.8,4.0,0.6480741,10.0,139.0,85.86897,5.689067,5.689067,12.5096035,5.6562276,0.3211875,2.743269
CoMoTi2_225.vasp,62.6518,19.742804,47.867,1.4000001,0.03535535,1.45,1.78,1.54,15.098849,1.5580149,13.5755,0.39017123,0.3160604,0.075545,0.8116667,0.040069405,0.7683333,2.75,2.58602,0.0,2.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,6.0,2.1213202,3.0,8.0,4.75,0.8291562,6.0,4.0,2136.5,444.1489,2896.0,55.5,64.0,51.0,6.67,10.64,1712.0,3.0,0.61237246,4.0,225.0,60.0,4.3143616,4.3143616,14.196284,7.3283796,3.8459253000000004e-16,2.6419961
CoN2Sr2_139.vasp,52.437325,33.0807,14.0067,1.33,0.60382116,2.0,1.9719999,0.95,19.66949,8.4051695,11.030276,0.1252794,0.27398613,-0.07,0.9336667,0.3194586,0.63,3.4,1.8547237,2.0,2.0,1.3564659,5.0,2.0,2.0,0.0,2.0,1.2,0.0,0.8,0.74833155,2.0,0.0,0.0,0.0,1.2,1.4696938,0.0,0.0,0.6,1.2,0.0,0.0,3.8,1.4696938,5.0,2.0,798.82,655.47046,1768.0,58.8,100.0,15.0,6.67,13.54,3122.64,3.0,0.6,5.0,139.0,90.0,3.8328848,6.8879304,18.605373,4.6800575,0.4232488,2.6387756
CoNaO2_166.vasp,28.480438,17.812006,15.9994,1.0875,0.5128048,1.8,2.4225001,0.93,33.65325,10.778425,17.0844,1.0331005,0.42990968,0.54792625,1.1120833,0.20261957,0.7683333,4.0,2.1213202,1.0,4.0,0.8291562,4.0,2.0,1.75,0.4330127,2.0,2.0,0.0,1.0,0.70710677,2.0,0.25,0.4330127,0.0,1.0,1.0,0.0,0.0,0.75,1.299038,0.0,0.0,2.5,1.5,5.0,1.0,562.11755,708.0732,1768.0,69.25,101.0,101.0,6.67,17.36,3109.8,3.0,0.61237246,4.0,166.0,30.895279,5.4088345,5.4088345,9.251102,5.112135,0.15775803,2.298652
CoNb4Pt3_25.vasp,126.97633,53.83874,58.933193,1.4000001,0.050000012,1.45,1.8899999,1.6,16.25555,1.9875826,14.32,1.338401,0.6146963,0.662265,0.80791664,0.016493898,0.7683333,0.875,2.3150325,0.0,0.0,0.6614378,6.0,5.0,1.125,0.3307189,2.0,0.0,0.0,2.0,0.0,2.0,0.875,0.3307189,1.0,0.0,0.0,0.0,0.0,3.75,2.3318448,1.0,6.0,5.375,0.48412293,6.0,5.0,2361.525,397.392,2750.0,60.0,68.0,53.0,6.67,10.83,1817.0,3.0,0.63737744,8.0,25.0,90.0,4.619306,9.960678,16.23579,12.98669,0.022696568,2.8212469
CoNbO6Pb2_225.vasp,66.223595,74.598015,15.9994,1.0000001,0.5064583,1.8,2.878,1.6,27.219614,9.699366,14.32,1.1059747,0.4595546,0.3567212,1.1393334,0.1809818,0.7683333,3.5,1.7464249,0.0,4.0,1.6763055,6.0,2.0,1.9,0.29999998,2.0,2.8,0.0,1.2,0.4,2.0,0.1,0.29999998,0.0,2.0,1.264911,0.0,2.0,0.9,1.9209373,0.0,0.0,3.0,1.264911,5.0,2.0,604.80194,881.47327,2750.0,88.7,101.0,101.0,6.67,17.36,4926.8,4.0,0.6480741,10.0,225.0,60.0,5.6883063,5.6883063,13.014693,8.44944,0.33460626,2.844157
CoNbSb_216.vasp,91.19986,25.677309,58.933193,1.4166666,0.047140464,1.45,1.8433332,1.6,16.010134,1.2096683,14.32,0.8756911,0.15997423,0.662265,0.8061111,0.027023084,0.7683333,3.3333333,2.867442,0.0,0.0,0.47140452,5.0,5.0,1.6666666,0.4714045,2.0,1.0,0.0,1.6666666,0.4714045,2.0,0.33333334,0.4714045,0.0,1.0,1.4142135,0.0,0.0,3.0,2.4494898,0.0,0.0,5.0,0.0,5.0,5.0,1807.2601,754.22723,2750.0,68.333336,88.0,53.0,6.67,6.67,3157.0,3.0,0.57735026,3.0,216.0,60.0,4.2319336,4.2319336,17.864065,8.477406,0.0,2.5915196
CoNbSn_216.vasp,90.18319,24.47963,58.933193,1.4166666,0.047140464,1.45,1.8133334,1.6,15.345822,1.2359856,14.32,0.8972474,0.18418467,0.662265,0.8061111,0.027023084,0.7683333,3.0,2.9439204,0.0,0.0,0.47140452,5.0,5.0,1.6666666,0.4714045,2.0,0.6666667,0.0,1.6666666,0.4714045,2.0,0.33333334,0.4714045,0.0,1.3333334,1.885618,0.0,0.0,3.0,2.4494898,0.0,0.0,4.6666665,0.47140452,5.0,4.0,1674.36,918.87354,2750.0,66.666664,83.0,53.0,6.67,6.67,2142.0,3.0,0.57735026,3.0,216.0,60.0,4.202076,4.202076,17.488617,8.562868,2.5639502000000004e-16,2.5732355
CoNb_221.vasp,75.919785,16.986593,58.933193,1.4000001,0.050000012,1.45,1.74,1.6,15.7022,1.3822002,14.32,0.789836,0.12757099,0.662265,0.7941667,0.02583334,0.7683333,3.5,3.5,0.0,0.0,0.5,5.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.5,1.5,3.0,3.0,5.0,0.0,5.0,5.0,2259.0,491.0,2750.0,58.5,64.0,53.0,6.67,6.67,1817.0,2.0,0.70710677,2.0,221.0,90.0,3.08203,3.08203,14.637961,8.612386,0.0,2.6691163
CoNi2S4_10.vasp,43.511425,13.217404,32.065,1.15,0.17320509,1.35,2.2885716,1.88,20.967655,2.757283,17.0844,1.6121436,0.55819124,0.662265,0.8240477,0.06519724,0.74,5.571429,1.8405857,4.0,4.0,0.49487168,4.0,3.0,2.0,0.0,2.0,2.2857144,0.0,1.4285715,0.49487168,2.0,0.0,0.0,0.0,1.1428572,0.9897433,0.0,2.0,1.0,1.1952286,0.0,0.0,5.285714,0.8806306,6.0,4.0,968.2056,669.662,1768.0,82.0,94.0,94.0,6.59,15.53,2482.13,3.0,0.65465367,7.0,10.0,90.0,5.181383,5.917822,14.737757,4.902539,0.037278403,2.351986
CoNi2Se4_8.vasp,70.30857,9.990084,58.6934,1.2357143,0.09897435,1.35,2.2714286,1.88,19.743725,1.7100102,17.0844,1.579858,0.53135306,0.662265,0.9002381,0.13088353,0.74,5.571429,1.8405857,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,2.2857144,0.0,1.4285715,0.49487168,2.0,0.0,0.0,0.0,1.1428572,0.9897433,0.0,2.0,1.0,1.1952286,0.0,0.0,5.285714,0.8806306,6.0,4.0,1028.5714,617.3933,1768.0,81.42857,93.0,93.0,6.59,16.42,2242.0,3.0,0.65465367,7.0,8.0,33.698734,6.2643404,6.164647,16.587816,7.0383058,0.03828599,2.4656277
CoNi3Si4_6.vasp,43.419426,15.3341,28.0855,1.225,0.125,1.35,1.90125,1.88,17.121788,0.843998,16.34585,1.2114792,0.2337957,0.662265,0.6435417,0.103904456,0.54,4.875,2.8912585,2.0,2.0,0.5,4.0,3.0,2.0,0.0,2.0,1.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.125,1.1659224,0.0,0.0,4.125,0.3307189,5.0,4.0,1712.5,28.28869,1768.0,75.625,85.0,85.0,6.59,12.06,27.0,3.0,0.63737744,8.0,6.0,90.0,5.117208,5.6618514,11.800043,6.110118,0.016061397,2.2945368
CoNi3_221.vasp,58.75335,0.10383292,58.6934,1.35,0.0,1.35,1.9024999,1.88,17.897728,0.46957555,17.0844,1.0334373,0.21429634,0.662265,0.74708337,0.012268682,0.74,7.75,0.4330127,7.0,8.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.4330127,2.0,2.0,4.25,0.4330127,5.0,4.0,1738.0,17.320509,1768.0,66.25,67.0,67.0,6.59,6.59,14.0,2.0,0.7905694,4.0,221.0,90.0,3.4872112,3.487206,10.601653,9.202549,0.0,2.4658275
CoNiP2S6_5.vasp,37.19641,10.816836,30.973763,1.0699999,0.14000002,1.35,2.365,1.88,21.481949,2.3842616,17.0844,1.5775268,0.6239178,0.662265,0.7888333,0.12913397,0.55,4.5,1.5652477,3.0,4.0,0.4,4.0,3.0,2.0,0.0,2.0,3.0,0.0,1.2,0.4,2.0,0.0,0.0,0.0,1.8,0.9797959,0.0,2.0,0.5,1.024695,0.0,0.0,5.5,0.67082036,6.0,4.0,646.076,551.7215,1768.0,87.5,94.0,94.0,6.59,15.53,2650.0,4.0,0.6480741,10.0,5.0,120.81643,5.8220215,6.766925,19.01782,3.247801,0.13249508,2.4217074
CoNiPt2_123.vasp,126.948654,68.13541,58.6934,1.35,0.0,1.35,2.0874999,1.88,18.09331,0.60398716,17.0844,1.5174091,0.632384,0.662265,0.77958333,0.027319485,0.74,3.75,3.7666297,0.0,0.0,1.0,6.0,4.0,1.5,0.5,2.0,0.0,0.0,2.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.75,0.8291562,1.0,1.0,5.25,0.8291562,6.0,4.0,1894.7,147.3801,2041.4,66.75,68.0,68.0,6.59,9.09,912.0,3.0,0.61237246,4.0,123.0,90.0,2.6887243,7.332627,13.252327,15.906881,0.0031971007,2.6447327
