formula,MASS_MEAN,MASS_STD,MASS_MIN,ATOMIC_RADII_MEAN,ATOMIC_RADII_STD,ATOMIC_RADII_MAX,ELECTRON_NEG_MEAN,ELECTRON_NEG_MIN,IONIZATION_ENERGIES_MEAN,IONIZATION_ENERGIES_STD,IONIZATION_ENERGIES_MIN,ELECTRON_AFFINITIES_MEAN,ELECTRON_AFFINITIES_STD,ELECTRON_AFFINITIES_MIN,IONIC_RADII_MEAN,IONIC_RADII_STD,IONIC_RADII_MIN,VALENCE_MEAN,VALENCE_STD,VALENCE_MIN,VALENCE_MODE,SHELL_STD,SHELL_MAX,SHELL_MODE,S_E_MEAN,S_E_STD,S_E_MAX,P_E_MEAN,P_E_MIN,BLOCK_MEAN,BLOCK_STD,BLOCK_MAX,S_UNFILLED_MEAN,S_UNFILLED_STD,S_UNFILLED_MODE,P_UNFILLED_MEAN,P_UNFILLED_STD,P_UNFILLED_MIN,P_UNFILLED_MODE,D_UNFILLED_MEAN,D_UNFILLED_STD,D_UNFILLED_MIN,D_UNFILLED_MODE,MAX_OXIDATION_STATE_MEAN,MAX_OXIDATION_STATE_STD,MAX_OXIDATION_STATE_MAX,MAX_OXIDATION_STATE_MIN,MELTING_POINT_MEAN,MELTING_POINT_STD,MELTING_POINT_MAX,MENDELEEV_NO_MEAN,MENDELEEV_NO_MAX,MENDELEEV_NO_MODE,MOLAR_VOLUME_MIN,MOLAR_VOLUME_MODE,BOILING_POINT_RANGE,ELEMENT_NUM,L2_NORM,N_ATOMS,SPACE_GROUP,GAMMA,A,C,VOLUME_PER_ATOM,DENSITY,DISTANCE_STD,DISTANCE_MAX,ees_kappa,B
CrF6Tl2_225.vasp,63.861458,75.79925,18.998404,0.9111111,0.59711236,1.9,3.1977777,1.62,29.68531,7.5514326,16.486305,2.4136763,1.3999082,0.3200532,0.8705556,0.25734967,0.705,3.5555556,2.0608041,0.0,5.0,1.6629587,6.0,2.0,1.8888888,0.31426966,2.0,3.5555556,0.0,1.1111112,0.31426966,2.0,0.11111111,0.31426966,0.0,1.7777778,1.7497796,0.0,1.0,0.5555556,1.5713484,0.0,0.0,0.6666667,2.4944384,6.0,-1.0,406.1311,662.5681,2180.0,91.666664,102.0,102.0,7.23,11.2,2858.97,3.0,0.71145827,9.0,225.0,60.0,5.9675217,5.9675217,16.696465,6.3513117,0.454696,2.9912999,7.352044387803116,64.317
CrOsV2_225.vasp,86.027275,60.16301,50.9415,1.3499999,0.03535535,1.4,1.78,1.63,15.688576,1.0701013,14.634,0.70224166,0.22511008,0.527662,0.79199994,0.09550589,0.673,3.0,2.1213202,0.0,3.0,0.8660254,6.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,5.75,1.299038,4.0,7.0,6.0,1.2247449,8.0,5.0,2463.0,486.70782,3306.0,57.0,63.0,54.0,7.23,8.32,2341.0,3.0,0.61237246,4.0,225.0,60.0,4.21812,4.21812,13.267277,10.767217,3.4440898e-06,2.583057,49.53314456165176,250.851
Cs2F4O2W_12.vasp,61.960373,63.70836,15.9994,1.0833334,0.8498365,2.6,2.971111,0.79,30.312263,6.9107633,16.37,2.0318332,1.2692113,0.47163025,1.0807407,0.44612813,0.705,3.7777777,1.5475987,1.0,5.0,1.8856181,6.0,2.0,1.7777778,0.4157397,2.0,3.1111112,0.0,0.8888889,0.56655777,2.0,0.22222222,0.4157397,0.0,0.8888889,0.73702776,0.0,1.0,0.6666667,1.8856182,0.0,0.0,0.8888889,2.182987,6.0,-1.0,513.54443,1129.3486,3695.0,75.666664,102.0,102.0,9.47,11.2,5742.97,4.0,0.5555556,9.0,12.0,58.615376,6.342594,4.9702625,18.960278,5.426482,0.53315026,3.1625104,14.033463859786318,93.165
Cs2F6HgSb_225.vasp,70.21513,65.76743,18.998404,1.115,0.8330816,2.6,2.9509997,0.79,29.152264,7.3483315,16.626,2.18778,1.5283016,-0.52,0.99249995,0.43848744,0.705,4.5,2.4186773,1.0,5.0,1.8574176,6.0,2.0,1.8,0.4,2.0,3.3,0.0,0.9,0.53851646,2.0,0.2,0.4,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,0.5,2.156386,5.0,-1.0,206.246,254.05824,903.78,79.0,102.0,102.0,11.2,11.2,1774.97,4.0,0.6480741,10.0,225.0,60.0,7.028559,7.028559,24.551834,4.748931,0.5903148,3.5369718,4.060749855544822,36.428
Cs2F6RbTa_225.vasp,64.6217,59.81688,18.998404,1.2,0.9080198,2.6,2.7779999,0.79,29.962933,6.630743,16.2,2.2159436,1.4522356,0.32312,1.033,0.47869194,0.705,3.6,1.8000001,1.0,5.0,1.8574176,6.0,2.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.7,2.1000001,0.0,0.0,0.2,1.8330302,5.0,-1.0,452.68198,952.45087,3290.0,68.9,102.0,102.0,10.85,11.2,5645.97,4.0,0.6480741,10.0,225.0,60.0,6.799321,6.799321,22.227041,4.8277617,0.5260932,3.4131408,5.268243987974038,44.836
Cs2Hg6_194.vasp,183.66885,29.308266,132.90546,1.775,0.47631395,2.6,1.6975,0.79,19.857021,1.9055027,18.75688,-0.27209243,0.4293885,-0.52,1.38625,0.24465215,1.245,7.75,3.8971143,1.0,10.0,0.0,6.0,6.0,1.75,0.4330127,2.0,0.0,0.0,1.5,0.8660254,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.299038,4.0,1.0,251.13751,29.12876,301.59,57.5,74.0,74.0,14.09,14.09,314.12,2.0,0.7905694,8.0,194.0,119.99943,7.8842254,5.528327,37.201027,8.198411,0.26125976,3.8488076,1.0612048374046414,15.107
Cs2I6InY_225.vasp,123.09615,12.316529,88.90585,1.6949999,0.46821466,2.6,2.0540001,0.79,19.219646,2.8306553,12.2236,1.998862,1.2991885,0.30712,1.324,0.2675643,0.94,3.4,1.9595919,1.0,5.0,0.4,6.0,5.0,1.8,0.4,2.0,3.1,0.0,0.9,0.53851646,2.0,0.2,0.4,0.0,1.1,1.3747728,0.0,1.0,0.9,2.7,0.0,0.0,5.0,2.529822,7.0,1.0,515.30304,429.59805,1799.0,70.2,97.0,97.0,15.76,25.72,3151.6,4.0,0.6480741,10.0,225.0,60.0,9.03231,9.03231,52.105236,3.922945,0.58606076,4.518999,1.540477627529506,15.018
Cs3F6Y_225.vasp,60.161266,51.834053,18.998404,1.26,0.9562426,2.6,2.747,0.79,29.15208,7.7299795,12.2236,2.212915,1.4560307,0.30712,1.0699999,0.49427217,0.705,3.4,1.9595919,1.0,5.0,1.8574176,6.0,2.0,1.7,0.45825756,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.9,2.7,0.0,0.0,0.0,1.3416407,3.0,-1.0,302.49503,511.0216,1799.0,66.1,102.0,102.0,11.2,11.2,3523.97,3.0,0.678233,10.0,225.0,60.0,7.0082703,7.0082703,24.33983,4.1043887,0.54353184,3.5182486,5.431821093683442,42.577
Cs4Te6_36.vasp,129.72218,2.5991333,127.6,1.8799999,0.5878775,2.6,1.576,0.79,20.422981,2.232685,18.6,1.3711776,0.7344773,0.47163025,1.4999999,0.25311393,1.2933333,2.8,1.4696939,1.0,4.0,0.48989797,6.0,5.0,1.6,0.48989797,2.0,2.4,0.0,0.6,0.48989797,1.0,0.4,0.489898,0.0,1.2,0.97979593,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.4494898,6.0,1.0,554.23206,206.28133,722.66,58.4,92.0,92.0,20.46,20.46,317.0,2.0,0.7211103,10.0,36.0,109.74676,7.552936,8.76626,47.067986,4.5765452,0.5226446,3.8845334,2.0059350239182847,19.488
CsF3In_221.vasp,60.943737,51.689762,18.998404,1.1299999,0.84000003,2.6,2.902,0.79,29.388058,6.970548,18.87041,2.2118251,1.4569323,0.383926,0.97299993,0.4282826,0.705,3.4,1.9595917,1.0,5.0,1.7435595,6.0,2.0,1.8,0.4,2.0,3.2,0.0,0.8,0.40000004,1.0,0.2,0.40000004,0.0,1.6,1.7435596,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.6,3.0,-1.0,178.38602,158.19617,429.75,78.6,102.0,102.0,11.2,11.2,2259.97,3.0,0.66332495,5.0,221.0,90.0,4.674301,4.674301,20.425844,4.9544806,0.38723177,3.30523,6.771811946063003,47.572
Cu2F4_14.vasp,33.8476,20.999939,18.998404,0.7833333,0.40069383,1.35,3.2866666,1.9,30.078003,6.919473,20.29239,2.679388,1.0207821,1.235784,0.74333334,0.054211523,0.705,3.6666667,1.885618,1.0,5.0,0.94280905,4.0,2.0,1.6666666,0.47140452,2.0,3.3333333,0.0,1.3333334,0.47140452,2.0,0.33333334,0.47140452,0.0,0.6666667,0.4714045,0.0,1.0,0.0,0.0,0.0,0.0,0.6666667,2.3570228,4.0,-1.0,488.2767,614.82465,1357.77,92.0,102.0,102.0,7.11,11.2,3114.97,2.0,0.74535596,6.0,14.0,90.00013,4.5233183,4.6128535,11.348598,4.9526176,1.4191849e-05,1.9064867,22.842318532828678,128.237
Cu2FeInTe4_82.vasp,101.01938,31.356323,55.845,1.40625,0.058296103,1.55,1.9762499,1.78,18.756802,1.1920886,16.19921,1.3615291,0.7011166,0.15323634,1.0757291,0.22035615,0.82,3.125,1.763342,1.0,4.0,0.48412293,5.0,5.0,1.75,0.4330127,2.0,2.125,0.0,1.375,0.48412293,2.0,0.25,0.4330127,0.0,1.625,1.57619,0.0,2.0,0.5,1.3228756,0.0,0.0,5.125,1.1659224,6.0,3.0,980.8662,439.26727,1811.0,81.5,92.0,92.0,7.09,20.46,1939.0,4.0,0.586302,8.0,82.0,90.0,6.12419,7.5049663,28.736744,5.8373566,0.08629704,2.8508496,5.462109797059905,44.788
Cu2LiO4P_82.vasp,28.625546,21.072163,6.941,0.94375,0.3643809,1.45,2.59125,0.98,34.559856,17.010006,19.76949,1.2100807,0.31989917,0.6180492,1.01625,0.2611483,0.55,2.75,1.3919411,1.0,4.0,0.85695684,4.0,2.0,1.625,0.48412293,2.0,2.375,0.0,1.125,0.59947896,2.0,0.375,0.48412293,0.0,1.375,1.1110243,0.0,2.0,0.0,0.0,0.0,0.0,2.75,1.299038,5.0,1.0,463.21625,534.9124,1357.77,81.25,101.0,101.0,7.11,17.36,3109.8,4.0,0.586302,8.0,82.0,73.316765,5.339822,5.339822,10.884759,4.3670087,0.25112197,2.1317394,25.84181007005865,143.186
Cu2Si2Y_139.vasp,54.43377,23.421581,28.0855,1.3399999,0.2557342,1.8,1.7639999,1.22,17.100016,3.0099661,12.2236,1.111546,0.40804705,0.30712,0.752,0.19082975,0.54,1.4,0.48989797,1.0,1.0,0.7483314,5.0,3.0,1.6,0.48989794,2.0,0.8,0.0,1.6,0.48989797,2.0,0.4,0.48989797,0.0,1.6,1.9595919,0.0,0.0,1.8,3.5999997,0.0,0.0,3.8,0.4,4.0,3.0,1577.708,184.17656,1799.0,67.8,85.0,72.0,7.11,7.11,436.0,3.0,0.6,5.0,139.0,89.99999,3.9545672,5.7045383,15.551549,5.8122444,0.26917553,3.0326452,23.53687250971335,124.839
Cu2Te2Tl_139.vasp,117.33506,52.10501,63.546,1.48,0.21118711,1.9,1.924,1.62,19.642616,0.85273796,18.6,1.3466746,0.60955703,0.3200532,1.1118332,0.23870972,0.82,2.2,1.4696938,1.0,1.0,0.74833155,6.0,4.0,1.6,0.48989794,2.0,1.8,0.0,1.4,0.48989794,2.0,0.4,0.48989797,0.0,1.8,1.8330305,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.1999999,6.0,3.0,947.57196,339.1222,1357.77,81.2,92.0,72.0,7.11,7.11,1939.0,3.0,0.6,5.0,139.0,90.00001,4.015685,8.232736,24.922472,7.817822,0.38813573,3.5851529,7.0772921588730044,55.226
Cu3Fe_65.vasp,61.620754,3.334631,55.845,1.3625,0.021650614,1.4,1.8825,1.83,19.269094,1.7723995,16.19921,0.96514714,0.4687569,0.15323634,0.828125,0.014072926,0.82,2.25,2.1650636,1.0,1.0,0.0,4.0,4.0,1.25,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.75,0.4330127,1.0,0.0,0.0,0.0,0.0,1.0,1.7320508,0.0,0.0,4.5,0.8660254,6.0,4.0,1471.0775,196.25433,1811.0,69.25,72.0,72.0,7.09,7.11,66.0,2.0,0.7905694,4.0,65.0,108.51863,2.475741,8.231361,11.960004,8.555488,3.1401849000000005e-16,2.475741,23.94999837553101,145.076
Cu3K3P2_166.vasp,46.235054,13.773255,30.973763,1.58125,0.49808228,2.2,1.5675001,0.82,24.411394,5.5913043,19.76949,0.83811796,0.32233152,0.5014591,1.015,0.4049074,0.55,1.5,0.8660254,1.0,1.0,0.4330127,4.0,4.0,1.25,0.4330127,2.0,0.75,0.0,1.0,0.8660254,2.0,0.75,0.4330127,1.0,0.75,1.299038,0.0,0.0,0.0,0.0,0.0,0.0,3.125,1.6909686,5.0,1.0,714.6875,498.18524,1357.77,53.25,90.0,10.0,7.11,7.11,2650.0,3.0,0.586302,8.0,166.0,44.826267,7.4198556,7.4198556,23.08832,3.3252795,0.5641531,3.5926254,7.408164456250566,47.422
Cu3Mg3Y3_189.vasp,58.918953,26.575361,24.305,1.55,0.18708283,1.8,1.4766667,1.22,15.85042,3.3441188,12.2236,0.37430134,0.6776382,-0.42,0.90666664,0.095684655,0.82,1.3333334,0.47140452,1.0,1.0,0.8164966,5.0,3.0,1.6666666,0.47140452,2.0,0.0,0.0,1.3333334,0.94280905,2.0,0.33333334,0.47140452,0.0,0.0,0.0,0.0,0.0,3.0,4.2426405,0.0,0.0,3.0,0.8164966,4.0,2.0,1359.9233,357.62875,1799.0,56.666668,73.0,25.0,7.11,7.11,2246.0,3.0,0.57735026,9.0,189.0,120.000046,7.447405,3.985648,21.271406,4.599471,0.1404485,3.0002768,8.841260977555791,62.507
Cu3NaO4_2.vasp,34.70317,22.450653,15.9994,1.03125,0.4527261,1.8,2.54875,0.93,31.081001,9.199771,20.29239,1.2624625,0.28951105,0.54792625,1.0825,0.20577596,0.82,2.5,1.5,1.0,1.0,0.9270248,4.0,2.0,1.5,0.5,2.0,2.0,0.0,1.25,0.6614378,2.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.625,1.1110243,4.0,1.0,582.92255,608.4597,1357.77,78.875,101.0,101.0,7.11,17.36,3109.8,3.0,0.63737744,8.0,1.0,64.66963,5.894954,3.7101274,13.337472,4.3206067,0.16252117,2.377452,9.08996256086848,66.256
Cu3O4Ti_10.vasp,37.812824,22.335447,15.9994,0.98125,0.38155723,1.4,2.625,1.54,26.867144,8.506339,13.5755,1.2034148,0.43886948,0.075545,1.0439583,0.21625912,0.82,2.625,1.4086784,1.0,4.0,1.0,4.0,2.0,1.625,0.48412293,2.0,2.0,0.0,1.5,0.5,2.0,0.375,0.48412293,0.0,1.0,1.0,0.0,0.0,1.0,2.6457512,0.0,0.0,3.0,1.0,4.0,2.0,779.1888,746.0756,1941.0,83.875,101.0,101.0,7.11,17.36,3469.8,3.0,0.63737744,8.0,10.0,90.0,5.490126,5.97359,11.817262,5.313386,0.08217478,2.047665,24.261877990161583,144.334
Cu3Pd_221.vasp,74.264496,18.564985,63.546,1.3625001,0.021650614,1.4,1.9749999,1.9,20.076794,0.37342605,19.43,1.0673733,0.29169592,0.5621412,0.8265625,0.011366585,0.82,3.25,3.8971143,1.0,1.0,0.4330127,5.0,4.0,0.75,0.4330127,1.0,0.0,0.0,2.0,0.0,2.0,0.75,0.4330127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1475.3401,203.63722,1828.05,71.25,72.0,72.0,7.11,7.11,36.0,2.0,0.7905694,4.0,221.0,90.0,3.6748161,3.6748161,12.377187,9.96342,0.0,2.5954266,30.14891400031474,177.335
Cu4Fe_166.vasp,62.005806,3.0804005,55.845,1.3599999,0.01999998,1.4,1.886,1.83,19.473753,1.6372726,16.19921,1.0192745,0.43301907,0.15323634,0.82650006,0.013000011,0.82,2.0,2.0,1.0,1.0,0.0,4.0,4.0,1.2,0.4,2.0,0.0,0.0,2.0,0.0,2.0,0.8,0.40000004,1.0,0.0,0.0,0.0,0.0,0.8,1.6000001,0.0,0.0,4.4,0.8,6.0,4.0,1448.416,181.29199,1811.0,69.8,72.0,72.0,7.09,7.11,66.0,2.0,0.82462114,5.0,166.0,13.828563,10.593002,10.593001,11.818991,8.711661,0.0,2.550462,23.349814162594445,150.767
CuNiSb2_164.vasp,91.43985,30.368652,58.6934,1.4000001,0.050000012,1.45,1.9775,1.9,17.928307,1.5032263,16.626,1.1219369,0.07955041,1.0474012,0.80499995,0.03774916,0.74,3.75,2.58602,1.0,3.0,0.5,5.0,4.0,1.75,0.4330127,2.0,1.5,0.0,1.5,0.5,2.0,0.25,0.4330127,0.0,1.5,1.5,0.0,0.0,0.5,0.8660254,0.0,0.0,4.5,0.5,5.0,4.0,1223.3325,345.32242,1728.0,78.75,88.0,88.0,6.59,18.19,1340.0,3.0,0.61237246,4.0,164.0,119.99999,4.0585876,5.1098223,18.223267,8.332175,0.028428253,2.6117678,18.109229339550208,108.962
CuPbRh2_225.vasp,119.13925,53.320663,63.546,1.4625001,0.19485569,1.8,2.1975,1.9,17.871223,1.8713351,15.032499,0.96957225,0.3558562,0.3567212,0.858125,0.15567768,0.745,0.75,0.8291562,0.0,0.0,0.70710677,6.0,5.0,1.25,0.4330127,2.0,0.5,0.0,1.75,0.4330127,2.0,0.75,0.4330127,1.0,1.0,1.7320508,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,6.0,4.0,1608.095,683.5078,2237.0,71.0,82.0,65.0,7.11,8.28,1946.0,3.0,0.61237246,4.0,225.0,60.0,4.433285,4.433285,15.402884,12.844048,4.7022118e-06,2.7148216,29.07428050702053,180.043
CuTcTi2_225.vasp,64.32,20.471588,47.867,1.375,0.024999976,1.4,1.72,1.54,15.675848,2.7526498,13.5755,0.4847185,0.47525576,0.075545,0.81624997,0.044959478,0.7416667,2.5,1.5,1.0,2.0,0.4330127,5.0,4.0,1.75,0.4330127,2.0,0.0,0.0,2.0,0.0,2.0,0.25,0.4330127,0.0,0.0,0.0,0.0,0.0,5.25,3.269174,0.0,8.0,4.75,1.299038,7.0,4.0,1917.4425,379.82178,2430.0,58.25,72.0,51.0,7.11,10.64,1338.0,3.0,0.61237246,4.0,225.0,60.0,4.34802,4.34802,14.531139,7.3501377,3.550153e-06,2.662604,36.173470060721264,174.946
F2Pb_225.vasp,81.73226,88.719086,18.998404,0.93333334,0.6128259,1.8,3.43,2.33,28.324707,9.399011,15.032499,2.3863668,1.4351763,0.3567212,0.8441666,0.19681136,0.705,4.0,1.4142135,2.0,5.0,1.8856181,6.0,2.0,2.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.4142135,1.0,1.0,0.0,0.0,0.0,0.0,0.6666667,2.3570228,4.0,-1.0,235.89001,257.89597,600.61,95.333336,102.0,102.0,11.2,11.2,1936.97,2.0,0.74535596,3.0,225.0,60.000008,4.1831717,4.183171,17.253632,7.866148,2.5639502000000004e-16,2.561658,12.58571347266731,79.452
F4Nb_139.vasp,33.779995,29.56319,18.998404,0.69,0.38000005,1.45,3.5039997,1.6,30.840649,8.2603245,14.32,2.9044333,0.9935131,0.917407,0.728,0.046000008,0.705,4.0,2.0,0.0,5.0,1.1999999,5.0,2.0,1.8,0.4,2.0,4.0,0.0,1.2,0.4,2.0,0.2,0.40000004,0.0,0.8,0.40000004,0.0,1.0,1.2,2.4,0.0,0.0,0.2,2.4,5.0,-1.0,592.82404,1078.588,2750.0,92.2,102.0,102.0,10.83,11.2,4931.97,2.0,0.82462114,5.0,139.0,68.490364,5.241316,5.241316,15.076632,3.7205265,0.08785892,2.085593,22.60259847532284,104.953
F4O4Os2_2.vasp,52.045124,69.10545,15.9994,0.7,0.303315,1.3,3.4080002,2.2,31.436773,7.2186995,17.0,2.1604784,1.0226597,1.0778013,0.92059994,0.27736518,0.673,4.8,0.74833155,4.0,4.0,1.6,6.0,2.0,2.0,0.0,2.0,3.6,0.0,1.2,0.4,2.0,0.0,0.0,0.0,1.2,0.7483314,0.0,1.0,0.8,1.6,0.0,0.0,2.0,3.2863355,8.0,-1.0,704.532,1300.7341,3306.0,93.8,102.0,101.0,8.42,11.2,5199.97,3.0,0.6,10.0,2.0,62.284218,5.74808,7.487525,20.30662,4.255901,0.09873273,1.902764,9.512023486584416,66.014
F6InNa3_225.vasp,29.777775,28.402885,18.998404,0.995,0.6101024,1.8,2.8449998,0.93,37.05544,8.190145,18.87041,2.2434843,1.418605,0.383926,0.86499995,0.20501219,0.705,3.4,1.9595919,1.0,5.0,0.9165151,5.0,2.0,1.7,0.45825756,2.0,3.1,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,1.1,1.3747728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3416407,3.0,-1.0,186.354,163.47275,429.75,72.4,102.0,102.0,11.2,11.2,2259.97,3.0,0.678233,10.0,225.0,60.0,6.05957,6.05957,15.732959,3.1429024,0.3739224,3.0303216,8.767312763188555,58.657
F6K2PdRb_225.vasp,38.407482,30.168863,18.998404,1.115,0.7893193,2.35,2.8539999,0.82,31.979443,4.8314037,19.43,2.2458115,1.4151645,0.4859162,0.977625,0.38951027,0.705,4.3,2.6095977,1.0,5.0,1.264911,5.0,2.0,1.5,0.67082036,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.5779734,4.0,-1.0,313.475,519.6567,1828.05,71.0,102.0,102.0,8.56,11.2,3150.97,4.0,0.6480741,10.0,225.0,60.0,6.5713725,6.5713725,20.06565,3.178423,0.49643457,3.2967093,6.154916581855406,43.933
F6KPdRb2_139.vasp,43.044434,33.317844,18.998404,1.13,0.8109254,2.35,2.8539999,0.82,31.545893,5.0340295,19.43,2.2442572,1.4170866,0.4859162,0.99162495,0.41069305,0.705,4.3,2.6095977,1.0,5.0,1.3747727,5.0,2.0,1.5,0.67082036,2.0,3.0,0.0,0.8,0.6,2.0,0.3,0.45825756,0.0,0.6,0.48989797,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.5779734,4.0,-1.0,311.06802,519.6,1828.05,70.9,102.0,102.0,8.56,11.2,3150.97,4.0,0.6480741,10.0,139.0,90.0,6.383033,6.539454,19.280107,3.7072904,0.4603054,3.1954973,5.908058435676482,45.38
F6LiNa2Sb_225.vasp,28.8671,31.246244,6.941,0.95,0.56213874,1.8,2.8769999,0.93,39.66637,14.399257,16.626,2.3168442,1.3345548,0.54792625,0.82799995,0.17787917,0.705,3.6,1.8000001,1.0,5.0,0.92195445,5.0,2.0,1.7,0.45825756,2.0,3.3,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.8330302,5.0,-1.0,242.03902,270.01962,903.78,73.4,102.0,102.0,11.2,11.2,1774.97,4.0,0.6480741,10.0,225.0,60.0,5.943739,5.943739,14.84787,3.2284052,0.37444216,2.9728658,8.626647309919822,59.121
F6MgPb_148.vasp,43.186928,62.01544,18.998404,0.7875,0.5035809,1.8,3.44,1.31,29.98658,8.632941,15.032499,2.5429826,1.4990883,-0.42,0.77656245,0.14025053,0.705,4.25,1.299038,2.0,5.0,1.3169568,6.0,2.0,2.0,0.0,2.0,4.0,0.0,0.875,0.3307189,1.0,0.0,0.0,0.0,1.25,1.0897248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8027756,4.0,-1.0,230.59874,317.10562,923.0,95.875,102.0,102.0,11.2,11.2,1936.97,3.0,0.77055174,8.0,148.0,54.560997,5.5902877,5.590288,13.484205,5.3183393,0.03268656,2.078675,16.84959075610513,109.425
F6Na3Sb_2.vasp,30.471975,30.481651,18.998404,0.985,0.6016851,1.8,2.872,0.93,36.830994,8.7002735,16.626,2.3098319,1.343616,0.54792625,0.854,0.20363939,0.705,3.6,1.8000001,1.0,5.0,0.9165151,5.0,2.0,1.7,0.45825756,2.0,3.3,0.0,0.7,0.45825756,1.0,0.3,0.45825756,0.0,0.9,0.83066237,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.8330302,5.0,-1.0,233.757,264.61697,903.78,73.3,102.0,102.0,11.2,11.2,1774.97,3.0,0.678233,10.0,2.0,123.09474,7.2383795,7.9320164,17.455055,2.8988678,0.037678257,2.294581,6.819027383450233,46.816
F6Rb2Sn2_148.vasp,52.2346,42.04131,18.998404,1.0600001,0.74256307,2.35,2.9439998,0.82,29.36701,7.944968,14.63307,2.360311,1.2900966,0.4859162,0.921,0.372658,0.705,3.6,1.7435596,1.0,5.0,1.4696939,5.0,2.0,1.8,0.4,2.0,3.4,0.0,0.8,0.4,1.0,0.2,0.4,0.0,1.4,1.3564659,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1.9595916,4.0,-1.0,195.626,184.38318,505.08,79.6,102.0,102.0,11.2,11.2,2789.97,3.0,0.66332495,10.0,148.0,62.429672,6.5226436,6.522643,20.685612,4.1931367,0.25896475,2.743711,6.748028593158431,51.455
F6Rb2TlY_225.vasp,57.821514,57.461838,18.998404,1.14,0.7999374,2.35,2.836,0.82,29.705585,7.547834,12.2236,2.2006145,1.4714109,0.30712,0.99224997,0.3879311,0.705,3.4,1.9595919,1.0,5.0,1.6155494,6.0,2.0,1.8,0.4,2.0,3.1,0.0,0.9,0.53851646,2.0,0.2,0.4,0.0,1.1,1.3747728,0.0,1.0,0.9,2.7,0.0,0.0,0.2,1.6,3.0,-1.0,332.21002,517.50854,1799.0,73.3,102.0,102.0,11.2,11.2,3523.97,4.0,0.6480741,10.0,225.0,60.0,6.8729367,6.8729367,22.956835,4.18241,0.49998197,3.445039,4.7951993746636585,39.64
F7KTi2_65.vasp,26.78211,12.103456,18.998404,0.85,0.57314914,2.2,3.1759999,0.82,30.357166,8.448999,13.5755,2.4460878,1.4630812,0.075545,0.8158333,0.2417451,0.705,4.0,1.5491934,1.0,5.0,0.9165151,4.0,2.0,1.9,0.29999998,2.0,3.5,0.0,1.1,0.53851646,2.0,0.1,0.29999998,0.0,0.7,0.45825756,0.0,1.0,1.6,3.2,0.0,0.0,0.2,1.9899749,4.0,-1.0,459.32397,745.5526,1941.0,82.6,102.0,102.0,10.64,11.2,3474.97,3.0,0.73484695,10.0,65.0,116.54335,6.1547594,4.000616,13.557394,3.2803314,0.22909434,2.792107,17.24248277921275,98.416
Fe2Ge4Y2_63.vasp,72.50771,11.689524,55.845,1.425,0.22499998,1.8,1.7675,1.22,15.073008,1.6486486,12.2236,0.7314273,0.5041931,0.15323634,0.858125,0.11027486,0.77,2.75,1.9202864,1.0,2.0,0.4330127,5.0,4.0,2.0,0.0,2.0,1.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.25,3.6996622,0.0,0.0,4.25,1.0897248,6.0,3.0,1508.2,296.83032,1811.0,63.5,84.0,84.0,7.09,13.63,516.0,3.0,0.61237246,8.0,63.0,150.80545,8.349827,4.31784,18.354918,6.559653,0.3551038,3.1271074,15.577144638486676,104.861
